avg_PR,avg_PR_val,max_PR,max_PR_val,median_PR,median_PR_val,min_PR,min_PR_val,avg_AR,avg_AR_val,max_AR,max_AR_val,median_AR,median_AR_val,min_AR,min_AR_val
Steve Rozen,2.562608926,Richard J. Havel,137.171462,Judith Zeh,0.594346,Ola Blixt,0.15,Hans-Gerd Lipinski,1.401427716,Bruce N. Ames,65.5173035,Glen W. Sizemore,0.40789,Ola Blixt,0.15
Don W. Fawcett,2.562312718,Samuel Hellman,137.1211845,Terry P. Snutch,0.59407825,Okuyama T,0.15,Heike Fiegler,1.400520425,Peter Donnelly,65.499751,Alden V. Loud,0.40779225,Okuyama T,0.15
Roger E. Kirk,2.561678116,Steven A. Rosenberg,137.1211845,Hans Offenbacher,0.5940485,Okamoto E,0.15,Laura Elnitski,1.400250608,Jonathan K. Pritchard,65.499751,Alan G. Darvill,0.40777525,Okamoto E,0.15
Shirley Zhu,2.560808313,Vincent T. DeVita,137.1211845,Jane Hu-Li,0.5935895,Okumura T,0.15,René O. Mirimanoff,1.39922013,Matthew Stephens,65.499751,John P. Merlie,0.4077625,Okumura T,0.15
James J. Heckman,2.559877215,L. Allen,137.093262,Waldo E. Cohn,0.5935045,Oke Gerke,0.15,Béatrice Vanbervliet,1.39877019,Samuel Hellman,65.4203355,Hajo Delius,0.407754,Oke Gerke,0.15
David W. Leung,2.55987,T. Asakura,137.093262,Brian G. Spratt,0.59348325,Okazaki T,0.15,John F. Heidelberg,1.397509882,Vincent T. DeVita,65.4203355,David A. Prince,0.407567,Okazaki T,0.15
Eugene L. Brown,2.5586433,Peter A. Lachenbruch,137.074579,Edward H. Lambert,0.59334725,Okazaki M,0.15,Mukesh Dherani,1.396087904,Steven A. Rosenberg,65.4203355,Gideon Dreyfuss,0.407482,Okazaki M,0.15
Patrick Therasse,2.557369199,Crispin Jenkinson,136.589042,Lawrence S.C. Griffith,0.5932835,Okazaki K,0.15,Marius Wernig,1.395672316,Stephen E. Fienberg,65.350151,Werner W. Franke,0.407244,Okazaki K,0.15
Solange Chamaret,2.556136846,David J. Gavaghan,136.589042,Charles D. Gilbert,0.593122,Okazaki H,0.15,Jane Grimwood,1.394300644,Andrew Fire,65.3153945,Edmund A. Gehan,0.407108,Okazaki H,0.15
Richard M. Goldstein,2.554965655,Henry J McQuay,136.589042,Marianne Sullivan,0.593071,Okano M,0.15,John P. Perdew,1.393963549,Craig C. Mello,65.3153945,J M Bishop,0.4070655,Okano M,0.15
J. S. Waugh,2.552862341,Alejandro R. Jadad,136.589042,Andrew B. Lassar,0.592884,Okano K,0.15,John M. Darley,1.393897972,Yoav Sherman,65.039255,Nikki J. Holbrook,0.4070485,Okano K,0.15
Monica Williams,2.551258647,Michael Gnant,136.3495375,Ennapadam Venkatraman,0.59271825,Okano A,0.15,Aaron T. Beck,1.39355069,Shmuel A. Ben-Sasson,65.039255,B. L. Riggs,0.4070145,Okano A,0.15
Aaron T. Beck,2.548157129,Tatu A. Miettinen,136.3495375,Elaine J. Stone,0.592629,Okan Toka,0.15,Jeffrey G. Reid,1.393493115,Noam Chomsky,64.794098,P. A. Tataranni,0.4068785,Okan Toka,0.15
Joel S. Hayflick,2.547559786,Gudmundur Thorgeirsson,136.3495375,R. D. T. Jenkin,0.592612,Okan Elidemir,0.15,Rolf Apweiler,1.392424809,Eero P. Simoncelli,64.4575235,Earl W. Davie,0.4067765,Okan Elidemir,0.15
Michael S. Waterman,2.546902139,Kalevi Pyörälä,136.3495375,Dolores G. Evans,0.5922295,Okamura S,0.15,D Wright,1.391945353,Zhou Wang,64.4575235,J Beckwith,0.406615,Okamura S,0.15
Gary Ruvkun,2.543701385,Lars Wilhelmsen,136.3495375,Marvin A. Lutzner,0.592068,Okamura H,0.15,M. Castiglione,1.3908164,Cynthia L. Ogden,64.388699,Gwyneth Van,0.406462,Okamura H,0.15
H. J. Stewart,2.53876464,Kåre Berg,136.3495375,L. Knopoff,0.59157075,Okamoto Y,0.15,J. S. Binkley,1.38793742,Margaret D. Carroll,64.388699,Jonathan W. M. Gold,0.40641525,Okamoto Y,0.15
Thomas R. Fleming,2.537321504,John Kjekshus,136.3495375,Herzig Gp,0.591524,Okamoto T,0.15,Scott V. Tingey,1.387379,Paul Zimmet,64.3324205,Donald McNellis,0.406411,Okamoto T,0.15
Lawrence L. Kupper,2.535906017,Harvey D. White,136.3495375,Donald McNellis,0.5912435,Okamoto S,0.15,Michael C. Jensen,1.387291279,Hugo Muench,64.3021945,Joy G. Wells,0.406377,Okamoto S,0.15
S Clarke,2.535753539,John J.V. McMurray,136.3495375,DeWitt S. Goodman,0.59112025,Okamoto R,0.15,Barbara J. McNeil,1.387137622,David Park,64.1290495,Christian Bjørbæk,0.40634725,Okamoto R,0.15
C. Arden Pope,2.533959361,Anders G. Olsson,136.3495375,Judith Ochs,0.591014,Okamoto M,0.15,J. M. Bland,1.386800634,J. W. T. Spinks,64.07527,Lewis B. Woolner,0.4063005,Okamoto M,0.15
Mark H. Skolnick,2.532820911,Ole Faergeman,136.3495375,C. David Jenkins,0.590555,Okamoto K,0.15,Joseph L. Goldstein,1.385560685,Lawrence L. Kupper,63.994282,E. D. Salmon,0.4062325,Okamoto K,0.15
R. C. Turner,2.531571372,Terje R. Pedersen,136.3495375,Norman Davidson,0.5903935,Okamoto H,0.15,Calvin B. Harley,1.385038006,David G. Kleinbaum,63.994282,Carl W. Schmid,0.40618575,Okamoto H,0.15
G. Bonadonna,2.530466299,Wolfram Saenger,136.2659145,Craig E. Jahr,0.5902745,Okechukwu S Ogah,0.15,C Davies,1.384943034,Andrew Weiss,63.9661385,James L. Meek,0.40607525,Okechukwu S Ogah,0.15
Kirk R. Thomas,2.53036771,M. Hansen,135.9868935,Edmund G. Lowrie,0.590215,Okey C. Nwanyanwu,0.15,Carl R. Woese,1.384823734,Matthew Newman,63.8345925,A. E. G. K. Von Dem Borne,0.40602,Okey C. Nwanyanwu,0.15
Anne Dornhorst,2.5302222,Thomas Kraft,135.9868935,P A Sharp,0.5900025,Okezie I. Aruoma,0.15,John D. Lafferty,1.384579653,Neha Garg,63.8345925,Harry A. Guess,0.405969,Okezie I. Aruoma,0.15
Helen Skaletsky,2.530201009,Allen Newell,135.9755205,David W. Meinke,0.58979425,Oksana Lockridge,0.15,Catrina Fronick,1.384434792,Vineet Bafna,63.8345925,Nicholas B. Lydon,0.40585425,Oksana Lockridge,0.15
Brenda K. Edwards,2.529517024,Heather S. Duffy,135.967981,Harry R. Kimball,0.58957325,Okumura N,0.15,Oliver Smithies,1.383986231,Douglas B. Rusch,63.8345925,Wulf Palinski,0.405816,Okumura N,0.15
Jeffrey A. Cutler,2.52944959,Norman Fleischer,135.967981,Hediye Erdjument-Bromage,0.589467,Okumura M,0.15,V. Narry Kim,1.3837636,Joseph H. Nadeau,63.8345925,G. S. Worthen,0.40577775,Okumura M,0.15
Ross A. Lippert,2.528460009,Satish Kumar,135.8623345,Keiiti Aki,0.58934375,Okuma M,0.15,Karin Eiglmeier,1.38371125,Russell Schwartz,63.8345925,Robert C. Malenka,0.4057225,Okuma M,0.15
Morris W. Foster,2.528190419,S. Moncada,135.7772835,Jose Botet,0.5888805,Okuda T,0.15,Chang Gong Liu,1.383481519,J. Wetter,63.8345925,R M Krauss,0.4056715,Okuda T,0.15
Gerald R. Fink,2.526923,Lars Gunnar Sillén,135.7346815,Pamela Whittaker,0.588617,Okuda J,0.15,Yuen Shing,1.383441476,Michael Harris,63.8345925,Ralph N. Adams,0.405646,Okuda J,0.15
Anne O'Garra,2.526894449,Ingram Olkin,135.5765135,Reto Ruedy,0.58847675,Okuda H,0.15,Morris J. Karnovsky,1.3822853,Scott Henderson,63.8345925,Richard C. Hubbard,0.405561,Okuda H,0.15
Andrew Menzies,2.526703923,Larry V. Hedges,135.5765135,José A. Campos-Ortega,0.58843,Oksana Suchowersky,0.15,Vishva M. Dixit,1.381814145,Chunhua Yan,63.8345925,Donald N. Buell,0.4055015,Oksana Suchowersky,0.15
Janan T. Eppig,2.526682898,Michel Raymond,135.1777955,H R Anderson,0.58826,Oksana Ostroverkhova,0.15,Gilbert Chu,1.380766,Sridhar Hannenhalli,63.8345925,Pawel Skudlarski,0.4054845,Oksana Ostroverkhova,0.15
Eric R. Fearon,2.525754287,François Rousset,135.1777955,Paul Kaesberg,0.58812825,Oksana Gavrilova,0.15,Alan D. Lopez,1.380521179,Daniel H. Huson,63.8345925,Paul A. Blake,0.4052295,Oksana Gavrilova,0.15
Alexander E. Urban,2.52463973,Thomas A. Steitz,134.557814,Englander Sw,0.588107,Okihide Hikosaka,0.15,Robert P. Gaynes,1.380375,Christine Carter,63.8345925,J. C. Eccles,0.40507225,Okihide Hikosaka,0.15
Robert M. Weisskoff,2.52422923,Joel T. Dudley,134.4660735,Scott R. Spielman,0.588022,Oksana Berezovska,0.15,Bruce N. Ames,1.379880806,Russell Turner,63.8345925,Zsuzsanna Schwarz-Sommer,0.40502125,Oksana Berezovska,0.15
Richard A. Olshen,2.5237032,Koichiro Tamura,134.4660735,Larry H. Taber,0.5877925,Oksana A. Tarasova,0.15,Luther T. Clark,1.379726143,Michael W. Hunkapiller,63.8345925,Roger D. Kornberg,0.4049745,Oksana A. Tarasova,0.15
Keith R. Porter,2.520755835,Sudhir Kumar,134.4660735,Herman A. Tyroler,0.587716,Okjin Kim,0.15,Jean Endicott,1.378837442,Zhiping Gu,63.8345925,David R. Compton,0.404881,Okjin Kim,0.15
M. Karplus,2.518771219,Gary Gitnick,134.007388,Edward B. Stinson,0.5875885,Okitsugu Yamashita,0.15,Donald S. Rae,1.378099261,J. Craig Venter,63.8345925,M. H. F. Wilkins,0.4048555,Okitsugu Yamashita,0.15
Jorge J. Yunis,2.518093383,George Kuo,134.007388,J. V. Quagliano,0.586951,Okitsugu Watanabe,0.15,Camille Parmesan,1.377746679,Mark Lewis,63.8345925,John M. Kyriakis,0.4044985,Okitsugu Watanabe,0.15
Jonathan R. Edwards,2.517226804,al. et,134.007388,R H Schwartz,0.58687025,Okitsugu Kajimoto,0.15,Rachel M. Freathy,1.377657947,Xiangjun Liu,63.8345925,Michael J. Grusby,0.40440925,Okitsugu Kajimoto,0.15
Simon Myers,2.516941429,Robert H. Purcell,134.007388,Charles G. Moertel,0.586611,Okio Hino,0.15,Scott L. Zeger,1.377280518,Sorin Istrail,63.8345925,Paul G. McGovern,0.4042945,Okio Hino,0.15
Andrew Fire,2.51604521,Dienstag Jl,134.007388,Susan M. Berget,0.58656,Okiko Miyata,0.15,Ch. Gerber,1.376228231,Xiaohong Zhu,63.8345925,Roderick MacKinnon,0.40419675,Okiko Miyata,0.15
Therese Sørlie,2.515427045,Allan G. Redeker,134.007388,Thomas K. Tatemichi,0.5860925,Ogura H,0.15,Susan L. Naylor,1.376086778,Victor A. McKusick,63.8345925,Charles D. Keeling,0.40412025,Ogura H,0.15
Benjamin D. Hall,2.51483685,Harvey J. Alter,134.007388,Leslie L. Iversen,0.586084,Oguma S,0.15,Isaac L. Chuang,1.374758301,Liliana Florea,63.8345925,Arend Sidow,0.4040735,Oguma S,0.15
Ronald H. Reeder,2.514739054,Cladd E. Stevens,134.007388,Lisa Y S Chan,0.58589275,Ogren So,0.15,David Julius,1.373820667,William H. Majoros,63.8345925,Ferruccio Galbiati,0.4040395,Ogren So,0.15
Huyen Dinh,2.514501262,Miriam J. Alter,134.007388,Robert H. Waterston,0.5855825,Octavio L. Franco,0.15,Joel S. Hayflick,1.37266496,Shibu Yooseph,63.8345925,Patrick Stragier,0.403963,Octavio L. Franco,0.15
Shelley E. Taylor,2.510797987,Solomon A. Berson,134.0016335,Rodger Staden,0.5853615,Oded Abramsky,0.15,Timo T. Valle,1.372653864,Shaying Zhao,63.8345925,Michael Turelli,0.403946,Oded Abramsky,0.15
Karen Eilbeck,2.510540705,Rosalyn S. Yalow,134.0016335,Joan V. Ruderman,0.585268,Oddvar Stokke,0.15,Gail R. Martin,1.371541186,David May,63.8345925,Jules A. Hoffmann,0.403861,Oddvar Stokke,0.15
Carol W. Greider,2.509822496,James A. Sethian,133.908125,George J. Todaro,0.585166,Oddur Ingólfsson,0.15,Nick Patterson,1.370350888,Knut Reinert,63.8345925,Kristin Ardlie,0.403742,Oddur Ingólfsson,0.15
C. K. Osborne,2.507955478,Stanley Osher,133.908125,Louis H. Weiland,0.5851065,Oddmund Søvik,0.15,Reto Ruedy,1.369443899,George L. Gabor Miklos,63.8345925,Roy J. Britten,0.403674,Oddmund Søvik,0.15
Stéphane Guindon,2.50757768,John R. Carson,133.8481235,Xiao Jian Sun,0.58470275,Oddmund Bakke,0.15,Minze Stuiver,1.368968353,Ming Zhan,63.8345925,Gerald A. M. Finerman,0.403589,Oddmund Bakke,0.15
H. Gervásio,2.507115903,Charles P. Slichter,133.4987395,Thomas A. Stamey,0.584639,Oddbjørn Straume,0.15,Ivan Lieberburg,1.36882069,Michele Cargill,63.8345925,N. Sckopke,0.403402,Oddbjørn Straume,0.15
Giorgio Cocconi,2.506418596,John C. Doyle,133.4372335,Rosen Br,0.5845455,Odd-Arne Olsen,0.15,R Parker,1.368793943,Aaron L. Halpern,63.8345925,J. E. Sadler,0.4031555,Odd-Arne Olsen,0.15
Robert Karasek,2.506304732,George H. Mead,133.3660035,Bonnie L. Kemp,0.5842905,Odd Terje Brustugun,0.15,Marc van de Wetering,1.36847866,Mark D. Adams,63.8345925,Daniel H. O'Leary,0.4028495,Odd Terje Brustugun,0.15
Wieslaw J. Roth,2.505867186,Theodore L. Steck,133.353381,A. E. G. K. Von Dem Borne,0.584282,Odd S. Gabrielsen,0.15,Gonçalo R. Abecasis,1.368334955,Jingtao Sun,63.8345925,Michèle Sebben,0.4028325,Odd S. Gabrielsen,0.15
Mark R. Chassin,2.504947288,Hugo Muench,133.334919,Sergio Stagno,0.5842735,Odd R. Monge,0.15,Fu Lu,1.368271958,Steven L. Salzberg,63.8345925,Jan M. Kooter,0.4027815,Odd R. Monge,0.15
Leslie L. Iversen,2.503673253,Mark A. Hall,133.2052685,Irving Langmuir,0.584163,Odd Geiran,0.15,Yuval Eshed,1.367863,Hamilton O. Smith,63.8345925,Stith T. Gower,0.40262,Odd Geiran,0.15
Andrew Y. Ng,2.503305766,Oliver Schwardt,132.819122,David Esrig,0.5841375,Odd Erik Johansen,0.15,Scott Uknes,1.367208363,Richard J. Roberts,63.8345925,Dawn L. Brasaemle,0.40260725,Odd Erik Johansen,0.15
Arnold Oliphant,2.503239369,Beat Ernst,132.819122,Juri Gelovani Tjuvajev,0.5840695,Oda S,0.15,James S. Marks,1.367024315,Fei Zhong,63.8345925,Michael J. Bevan,0.40258175,Oda S,0.15
Christoph Kalka,2.502821857,Hartmuth C. Kolb,132.819122,Ronald H. A. Plasterk,0.5838315,Oda M,0.15,Sarah Hunt,1.366661225,Paul D. Thomas,63.8345925,Chad Nusbaum,0.4025775,Oda M,0.15
Gilean McVean,2.502595802,John B. Moore,132.38722,Alexander Mülsch,0.58358075,Oda K,0.15,Irene M. Stratton,1.365986929,A. H.-J. Wang,63.8345925,Regis B. Kelly,0.402501,Oda K,0.15
Donald D. Van Slyke,2.501318682,Bernard S. Bloom,132.305195,Alvin R. Tarlov,0.583347,Octávio Marques Pontes-Neto,0.15,Jay D. Pearson,1.365891239,Zhongwu Lai,63.8345925,John S. Abrams,0.402467,Octávio Marques Pontes-Neto,0.15
Naoufal Zamzami,2.50010599,Morten Kjeldgaard,131.796181,S C Rall,0.5829305,Octavio Servitje,0.15,H. J. Stewart,1.365645744,Mei Wang,63.8345925,Keith R. Yamamoto,0.40245,Octavio Servitje,0.15
A. C. T. North,2.498593041,T. A. Jones,131.796181,J. M. Bremner,0.58282425,Octavio Ramilo,0.15,Allan Van Oosterom,1.365505037,Gary Wang,63.8345925,Kenneth P. Steinberg,0.4023225,Octavio Ramilo,0.15
David W. Bilheimer,2.498563175,L. P. Gor'kov,131.57921,Ari Helenius,0.582667,Octavio Monasterio,0.15,Morton Kramer,1.364534855,Granger G. Sutton,63.8345925,Donald P. Island,0.4020165,Octavio Monasterio,0.15
Arthur M. Sobol,2.496233825,Terrence J. Sejnowski,131.4861775,Paul G. McGovern,0.5820465,Oded Aharonson,0.15,Stephen Frank Schaffner,1.364151349,Mark Yandell,63.8345925,Eugene M. Johnson,0.40201225,Oded Aharonson,0.15
A. D. Bangham,2.495732766,Michael K. Showe,131.365537,Judith R. O'Fallon,0.582004,Oded Béjà,0.15,Dennis Y. Loh,1.364115362,Emily S. Winn-Deen,63.8345925,J. Michael Lazarus,0.4019485,Oded Béjà,0.15
D. Williams Parsons,2.495450333,Paul Milgrom,131.3321745,Hans W. Heldt,0.58199975,Oded Cohen,0.15,Ueli Gubler,1.364099707,David Wu,63.8345925,Joshua R. Sanes,0.40191025,Oded Cohen,0.15
Mercedes Camalli,2.495303153,Peter Mark,131.212197,J S Flier,0.58196575,Oded Yarden,0.15,David B. Johnson,1.363888276,Jane J. Ye,63.8345925,Robert P. Gaynes,0.401872,Oded Yarden,0.15
Robert Katzman,2.493135791,White,131.004525,Trexler M. Topping,0.5818595,Odile Burlet-Schiltz,0.15,Julia B. Lewis,1.362719519,Trung Nguyen,63.8345925,J. O. Skjemstad,0.401787,Odile Burlet-Schiltz,0.15
P. J. Sellers,2.492943565,R. H. Burris,130.9347995,Jan M. Kooter,0.5818425,Odile Boute,0.15,Julius Marmur,1.36190088,Yong Liang,63.8345925,Steven A. Wrighton,0.40171475,Odile Boute,0.15
Mark A. Saper,2.49239141,Wei Ye,130.641558,William D. Terry,0.581834,Odile Bournier,0.15,R. Willox,1.361393017,John Lopez,63.8345925,G. Denman Hammond,0.4015915,Odile Bournier,0.15
Reginald A. Clift,2.492321995,Kenneth F. Schulz,130.255488,Horst Zincke,0.5818255,Odile Boespflug-Tanguy,0.15,Gabriele Bergers,1.361315904,Josep F. Abril,63.8345925,Alicja Trocha,0.4015235,Odile Boespflug-Tanguy,0.15
Harvey J. Alter,2.490524579,Iain Chalmers,130.255488,James K. McDougall,0.5817745,Odile Blanchet,0.15,Alexandre Montpetit,1.361245952,Wei Shao,63.8345925,A. Klug,0.401464,Odile Blanchet,0.15
J. S. Binkley,2.490520536,Richard Hayes,130.255488,Robert W. Holley,0.581732,Odette Poirier,0.15,Jonathan Sebat,1.361138046,Daniel Ma,63.8345925,Jose Botet,0.401209,Odette Poirier,0.15
Helen Van Vunakis,2.489202078,Zhifeng Zhang,130.2423045,Carol Nelson-Williams,0.5808735,Odette Mariani,0.15,Michael K. Showe,1.360755898,David Allen,63.8345925,Mark Diekhans,0.4011495,Odette Mariani,0.15
Jerzy Neyman,2.488623489,Francis Crick,129.8990745,Walter F. Lever,0.580831,Odette M. Smith,0.15,Carol J. Bult,1.359543482,Thomas J. Smith,63.8345925,Bloom Fe,0.400954,Odette M. Smith,0.15
Richard J. Brand,2.488229049,James D. Watson,129.8990745,Linda M. Pottern,0.580746,Oded Sperling,0.15,Helmut Blöcker,1.359124317,Ross A. Lippert,63.8345925,E. Donnall Thomas,0.40085625,Oded Sperling,0.15
Michael D. McLellan,2.486549293,Tom J. Mabry,129.742513,Rein Saral,0.580491,Oded Foreman,0.15,John G. Kirkwood,1.359078843,Samuel Broder,63.8345925,Steven A. Wasserman,0.400835,Oded Foreman,0.15
D. Wayne Taylor,2.48620636,Zheng Shen,129.0811195,Risa B. Mann,0.580355,Oded Shoseyov,0.15,David W. Bilheimer,1.358954469,Ali Zandieh,63.8345925,Sela Cheifetz,0.4007755,Oded Shoseyov,0.15
Catherine Michaud,2.484824145,Norden E. Huang,129.0811195,Richard H. Creech,0.580355,Oded Shalev,0.15,Michael J. Thun,1.358817591,Robert A. Holt,63.8345925,Fuller Albright,0.4007075,Oded Shalev,0.15
Sam Griffiths-Jones,2.481637404,H.-C. Huang,129.049083,Douglass J. Forbes,0.58022325,Oded Millo,0.15,Daniel R. Marshak,1.358801446,Ellen M. Beasley,63.8345925,Marc Pypaert,0.40052475,Oded Millo,0.15
Marcus E. Raichle,2.481271454,Nello Cristianini,128.783968,W. J. Peacock,0.58001075,Oded Meyuhas,0.15,Bonnee Rubinfeld,1.358750871,Weiqing Zhang,63.8345925,Hans W. Heldt,0.40049075,Oded Meyuhas,0.15
Hans-Gerd Lipinski,2.480215395,Amir Said,128.724536,Robert D. Utiger,0.57994275,Oded Livnah,0.15,Marita Cross,1.35872992,Arthur L. Delcher,63.8345925,Hilda H. Slunt,0.4004355,Oded Livnah,0.15
David J. Lockhart,2.480121247,S. Dawson,128.4766335,Richard H. Scheller,0.579743,Oded Langer,0.15,Tomaso Poggio,1.358612804,Qi Zhao,63.8345925,James W. Covell,0.40043125,Oded Langer,0.15
Patrick D. Wall,2.477698264,John F. Gunion,128.4766335,Henry Rappaport,0.579488,Oded Kleifeld,0.15,Michael R. Brent,1.358566267,Roderic Guigó,63.8345925,Peter Albersheim,0.40036325,Oded Kleifeld,0.15
Charles D. Keeling,2.477568586,Gordon L. Kane,128.4766335,Saxon Graham,0.5794795,Oded Gonen,0.15,Stewart Craig,1.358413329,Ngoc Nguyen,63.8345925,L. Lorand,0.400291,Oded Gonen,0.15
Stefanie S. Jeffrey,2.475891855,Michael J. S. Dewar,128.350247,Wolfhard Almers,0.5794625,Octavio Martínez,0.15,Margo A. Denke,1.357670286,Ping Guan,63.8345925,Mayer Je,0.40024425,Octavio Martínez,0.15
J.A. van Dongen,2.474995593,James H. Ware,128.2319015,Albert Sjoerdsma,0.5793435,Octavio Gómez-Dantés,0.15,Vincent P. Stanton,1.35744166,Kimmen Sjölander,63.8345925,Wiley Hs,0.4002315,Octavio Gómez-Dantés,0.15
Rolf Apweiler,2.473852928,Yuval Eshed,127.7903945,Steven M. Reppert,0.5793435,Ogobara K. Doumbo,0.15,Paul Ekman,1.356715508,Timothy B. Stockwell,63.8345925,Hannah Nelson,0.4001975,Ogobara K. Doumbo,0.15
Robert J. Lipshutz,2.473495513,Dani Zamir,127.7903945,H. M. Gerschenfeld,0.57924575,Octavio Fernandes,0.15,Keaven M. Anderson,1.356669248,Wangmao Ge,63.8345925,Kaja Murali-Krishna,0.40017625,Octavio Fernandes,0.15
Robert T. DeBoy,2.473473741,Yihui Ding,127.123357,Boris Ephrussi,0.578757,Oana D. Jurchescu,0.15,Anthony J. Cox,1.355219407,Richard J. Mural,63.8345925,John R. Wetterau,0.40016775,Oana D. Jurchescu,0.15
G. A. R. Johnston,2.473142797,X. Dai,127.123357,Martin L. Lesser,0.578672,Oana Cojocaru-Mirédin,0.15,Patrice J. Morin,1.35510173,Helen M. Moore,63.8345925,Hermes C. Grillo,0.4001125,Oana Cojocaru-Mirédin,0.15
Kikuko Hotta,2.472795671,C. V. Shank,127.117101,Gary G. Borisy,0.578638,Oana Ciofu,0.15,Roger Y. Tsien,1.354367839,Michael J. Campbell,63.8345925,Daniel S. Friend,0.400104,Oana Ciofu,0.15
Stewart Scherer,2.472577923,Sarah E. Fowler,127.0821235,Xian Liang Tang,0.5785785,Oana Brosteanu,0.15,Erika Schmid,1.353670563,Monica Williams,63.8345925,Johan H. van Es,0.399934,Oana Brosteanu,0.15
A. Klug,2.469858489,Elizabeth Barrett-Connor,127.0821235,Andrew Wakeham,0.578247,O.V. Lounasmaa,0.15,Dean Burk,1.353668494,Jennifer R. Wortman,63.8345925,David R. Wolstenholme,0.39992975,O.V. Lounasmaa,0.15
Drummond Rennie,2.469705699,Richard F. Hamman,127.0821235,Michael G. Rosenfeld,0.57814925,O.P. Malik,0.15,Alexej Abyzov,1.352568194,Qing Zhang,63.8345925,Gordon S. A. B. Stewart,0.3999,O.P. Malik,0.15
Nicola Mulder,2.469575,David M. Nathan,127.0821235,Welcome Bender,0.57792825,O.K. Harling,0.15,Brenda K. Edwards,1.351101176,Linda Moy,63.8345925,P Greengard,0.39981075,O.K. Harling,0.15
Franz Josef Och,2.467548979,William C. Knowler,127.0821235,Gwyneth Van,0.577805,O.H. Frazier,0.15,Hugh Paterson,1.350563,Karen Eilbeck,63.8345925,Jose Carlos Gutierrez-Ramos,0.3997725,O.H. Frazier,0.15
Ross L. Prentice,2.464503946,John M. Lachin,127.0821235,Glauco Frizzera,0.57769025,O.F. Schoumans,0.15,Gordon L. Shulman,1.35046872,Hongyu Zhang,63.8345925,Peter C. Hinkle,0.399713,O.F. Schoumans,0.15
H. Murayama,2.46399495,Elizabeth A. Walker,127.0821235,Nicholas E. Day,0.57763925,O. van Tellingen,0.15,Nick Goldman,1.350081,Carolyn W. Slayman,63.8345925,Groopman Je,0.3996535,O. van Tellingen,0.15
Helena Hämäläinen,2.4639465,J. B. Pendry,126.914053,Sibley Ld,0.57757975,O. Ziegler,0.15,Gwyneth Van,1.34979693,William Rowe,63.8345925,Joseph E. Oesterling,0.3996365,O. Ziegler,0.15
Brian R. Lawn,2.4638496,Andrew Gelman,126.862492,Robert M. Kuhn,0.57722275,O. Zhou,0.15,Elaine R. Mardis,1.349055842,Karen A. Ketchum,63.8345925,Mortimer Mishkin,0.399594,O. Zhou,0.15
Daniel H. Haft,2.463547505,Bryan Jennett,126.5605975,Greenberg Er,0.5769125,O. Zaimidoroga,0.15,Michael Shi,1.3485015,John Scott,63.8345925,Geoffrey S. Kansas,0.3995345,O. Zaimidoroga,0.15
Michael Gent,2.463546546,Graham M. Teasdale,126.5605975,Tomas Lindahl,0.576887,O. Zahn,0.15,Raymond G. Goodwin,1.347812702,Arnold J. Levine,63.8345925,Richard O. Russell,0.399475,O. Zahn,0.15
Dennis A. Gilbert,2.462870016,Saunders,126.4822785,Morgan Sheng,0.57678925,O. Zaharko,0.15,Sankar Swaminathan,1.347704946,Dennis A. Gilbert,63.8345925,Nicholas E. Day,0.39942825,O. Zaharko,0.15
Helen Goodell,2.461817108,R. F. W. Bader,125.4637065,C. D. M. Fletcher,0.5765725,O. Yushchenko,0.15,Kurt J. Greenlund,1.346893881,Robert M. Rodriguez,63.8345925,Geraldine M. McQuillan,0.39938575,O. Yushchenko,0.15
Nicholas Kassebaum,2.460658319,John M. Greene,125.462712,S. S. C. Yen,0.5765725,O. Yonemitsu,0.15,Robert L. Coffman,1.346845013,Huaiyu Mi,63.8345925,Shelly Sapp,0.3993815,O. Yonemitsu,0.15
Phillip D. Zamore,2.460394411,Chunhui Xu,125.151051,Michael A. Reidy,0.57643225,O. Wucknitz,0.15,Basil M. Rifkind,1.344791786,Brian Murphy,63.8345925,M. P. Hassell,0.399254,O. Wucknitz,0.15
Andreas Heger,2.459549167,Gustavo E. Scuseria,125.151051,Fred Winston,0.5763685,O. Wolf,0.15,Paul J. Deutsch,1.344136127,Valentina Di Francesco,63.8345925,Hans Kende,0.39919025,O. Wolf,0.15
Beverley Shields,2.458116048,Young Hee Lee,125.151051,Dominique Mouchiroud,0.576173,Oba,0.15,P. J. Randle,1.343823786,Andrew G. Clark,63.8345925,Joseph L. Fleiss,0.39917325,Oba,0.15
