avg_PR,avg_PR_val,max_PR,max_PR_val,median_PR,median_PR_val,min_PR,min_PR_val,avg_AR,avg_AR_val,max_AR,max_AR_val,median_AR,median_AR_val,min_AR,min_AR_val
Jonathan Marchini,3.92006879,A. Gibson,218.595172,Norton B. Gilula,0.8045255,Oliver D. Schein,0.15,Robert D. Fleischmann,2.080853088,Anantha P. Chandrakasan,102.0590245,Daniel J. Diver,0.5161375,Oliver D. Schein,0.15
Mark S. Boguski,3.919174173,David R. Boone,217.413315,Christiane Nüsslein-Volhard,0.8044575,Oliver D. Mücke,0.15,Ahmedin Jemal,2.076139627,Williams B,101.985967,William G. Dunphy,0.515993,Oliver D. Mücke,0.15
Anne S. Olsen,3.903112711,James T. Staley,217.413315,Margaret N. Wesley,0.80363725,Oliver D. King,0.15,Trevor Hastie,2.073225743,Carol J. Lovatt,100.753926,Robert K. Selander,0.51577625,Oliver D. King,0.15
Benoit B. Mandelbrot,3.897656875,Paul De Vos,217.413315,E.D. Salmon,0.803565,Oliver Cromwell,0.15,Douglas Hanahan,2.073044643,Zoann Nugent,100.753926,Chi-Cheng Luo,0.515517,Oliver Cromwell,0.15
Eric S. Lander,3.896320605,Don J. Brenner,217.413315,Jun Song Chen,0.8012615,Oliver Cope,0.15,Paul Milgrom,2.072549863,D Wright,100.753926,Anthony R. Cashmore,0.5148115,Oliver Cope,0.15
G. I. Taylor,3.866139316,George M. Garrity,217.413315,Maurice Ewing,0.8012445,Oliver Christ,0.15,U. Veronesi,2.068289917,D Clark,100.753926,Nairn Ac,0.5146415,Oliver Christ,0.15
Donna K. Slonim,3.86477142,Fred A. Rainey,217.413315,Doney K,0.8004285,Oliver C. Richards,0.15,P Sandercock,2.067695912,Eva M. Kohner,100.753926,Reginald A. Clift,0.51455225,Oliver C. Richards,0.15
Sewall Wright,3.855418621,Karl-Heinz Schleifer,217.413315,James C. Feeley,0.7996295,Oliver Dittrich-Breiholz,0.15,Susan G. Arbuck,2.063694342,Sidney C. Smith,100.753926,Steven A. Hillyard,0.514395,Oliver Dittrich-Breiholz,0.15
Albert László Barabási,3.854500253,Michael Goodfellow,217.413315,Michael B. Mock,0.7996295,Oliver C. Mullins,0.15,Craig C. Mello,2.06087561,David R. McCance,100.753926,Augustine Kong,0.5143355,Oliver C. Mullins,0.15
Robert D. Fleischmann,3.852829593,F. C. Greenwood,217.237892,John E. Ware,0.799587,Oliver Bögler,0.15,Thomas E. Carew,2.058967596,Je Tooke,100.753926,John M. Edmond,0.5137575,Oliver Bögler,0.15
Jerome Cornfield,3.844573521,J. Glover,217.237892,Florence W. Haynes,0.7990855,Oliver Bähr,0.15,Sarah E. Fowler,2.057051019,K Williams,100.753926,Jean Paul Revel,0.5136895,Oliver Bähr,0.15
Robert Baertsch,3.843265741,Edmund A. Gehan,216.5703275,Paul Peter Rosen,0.7978275,Oliver Busch,0.15,Martine Van Glabbeke,2.056051365,Robert Gregory,100.753926,Fernando Nottebohm,0.5129925,Oliver Busch,0.15
Ghia Euskirchen,3.837273727,James J. Heckman,216.1214,Edgar G. Harrison,0.79720275,Oliver Burk,0.15,F Taylor,2.05583238,Sudhesh Kumar,100.753926,Goldberg Al,0.5124655,Oliver Burk,0.15
F. P. Bowden,3.828759625,Daniel E. Goldberg,215.9273875,W. M. Crist,0.7965695,Oliver Bunk,0.15,Alane Gray,2.055719535,S Clarke,100.753926,Michael A. Gimbrone,0.51241025,Oliver Bunk,0.15
Trampisch Hj,3.818817934,Russell F. Doolittle,215.888466,Jordan D. Tobin,0.7949375,Oliver Brüstle,0.15,Lee N. Robins,2.053254508,Andrew Neil,100.753926,Peter H. Quail,0.511845,Oliver Brüstle,0.15
Ellson Y. Chen,3.815102059,Chris Brown,215.5774085,G Schatz,0.794368,Oliver Brand,0.15,Mark S. Boguski,2.053067109,Sj Wilson,100.753926,M. Lois Murphy,0.51149225,Oliver Brand,0.15
Douglas P. Wagner,3.814669656,Warren J. Hehre,215.204896,North Wr,0.794215,Oliver Distler,0.15,Marcy Silver,2.045173837,Richard Stevens,100.753926,Alan H. Sharp,0.511148,Oliver Distler,0.15
Pui Yan Kwok,3.804923343,Martin Fishbein,212.924856,André Cournand,0.7927105,Oliver Dorigo,0.15,Michael Feolo,2.044403337,K Jones,100.753926,Brenda K. Edwards,0.511131,Oliver Dorigo,0.15
Charles Tanford,3.803899376,Gerald R. Fink,212.829146,Uwe Schönbeck,0.79226,Oliver Friedrich,0.15,Albert László Barabási,2.043911898,Meade Tw,100.753926,Linda S. Park,0.511097,Oliver Friedrich,0.15
Alan J. Buckler,3.803547633,Fred Sherman,212.829146,John Spieth,0.7910955,Oliver F. Lange,0.15,W. Richard McCombie,2.036754083,F Taylor,100.753926,Heinz Furthmayr,0.51013225,Oliver F. Lange,0.15
Howard H. Hiatt,3.783288857,James B. Hicks,212.829146,Thomas E. Kreis,0.7909765,Oliver Frey,0.15,William H. Majoros,2.034595481,Richard H. Chapman,100.753926,Mary E. Hatten,0.5094905,Oliver Frey,0.15
Julius Marmur,3.782956194,P. Fouque,212.495844,B. S. Oppenheimer,0.789625,Oliver Freudenreich,0.15,Richard S. Lazarus,2.034586094,Jim Mann,100.753926,Doney K,0.5093035,Oliver Freudenreich,0.15
James J. Gibson,3.781988836,Ronald J. Buta,212.495844,T. K. Sampath,0.7888005,Oliver Frank,0.15,Albert J. Belanger,2.033193518,Laurence Kennedy,100.753926,E. H. Sage,0.509159,Oliver Frank,0.15
Suzanna E. Lewis,3.778511955,Robert Axelrod,211.9835235,W. von E. Doering,0.7882225,Oliver Flossmann,0.15,M Bond,2.032666656,M Fernandez,100.753926,Vishva M. Dixit,0.509074,Oliver Flossmann,0.15
Richard S. Lazarus,3.776907453,D. S. Jiang,211.792877,H. Holtzer,0.7877465,Oliver Fitzgerald,0.15,Audrey Duncanson,2.029129802,Connie L. Davis,100.753926,B. R. Franza,0.508462,Oliver Fitzgerald,0.15
Jean Morissette,3.77338816,A. K. Geim,211.792877,T A Springer,0.78665,Oliver FitzGerald,0.15,William B. Kannel,2.026469596,C. J. Bulpitt,100.753926,J A Ledbetter,0.50819,Oliver FitzGerald,0.15
C Rose,3.768473375,I. V. Grigorieva,211.792877,Robert M. Weisskoff,0.786514,Oliver Fiehn,0.15,John E. Helzer,2.023388515,Peter F. Sharp,100.753926,Margaret N. Wesley,0.50807525,Oliver Fiehn,0.15
Andrew Kasarskis,3.768247806,K. S. Novoselov,211.792877,Richard G. W. Anderson,0.785562,Oliver F. W. James,0.15,Raymond D. Miller,2.023069667,K McPherson,100.753926,Eddy M. De Robertis,0.50731875,Oliver F. W. James,0.15
Dean Burk,3.766109436,Sergey V. Morozov,211.792877,Edwin G. Beven,0.7849245,Oliver F. Bathe,0.15,Robert S. Fulton,2.021188459,D Nelson,100.753926,McGarry Jd,0.50727625,Oliver F. Bathe,0.15
Solomon A. Berson,3.761675722,Norman E. Breslow,211.5693695,Anthony R. Cashmore,0.784678,Oliver Drognitz,0.15,Ben Z. Locke,2.020670955,I. M. Stratton,100.753926,Yves-Alain Barde,0.506592,Oliver Drognitz,0.15
Susan M. Hailpern,3.755460664,N. E. Day,211.5693695,Peggy S. Hayes,0.783845,Oliver Einsle,0.15,Kimmen Sjölander,2.01958782,John Yudkin,100.753926,Jeffrey S. Flier,0.50625625,Oliver Einsle,0.15
Christopher B. Burge,3.754154116,Douglas Henderson,211.072604,George W. Gorman,0.7836325,Oliver Eickelberg,0.15,A. K. Geim,2.01923925,R Price,100.753926,John W. Tamkun,0.506065,Oliver Eickelberg,0.15
Harold T. Dodge,3.745505721,C. W. Chu,208.0595665,Karen M. Vranizan,0.78133325,Oliver Ebert,0.15,Donna K. Slonim,2.016466994,M Richard,100.753926,K. P. Campbell,0.5059545,Oliver Ebert,0.15
Alane Gray,3.736962421,Gao L,208.0595665,Th. Dobzhansky,0.78108675,Oliver Ebenhöh,0.15,Todd D. Taylor,2.013675717,P. D. Home,100.753926,Roel Nusse,0.5058695,Oliver Ebenhöh,0.15
Kenneth Macleod,3.732926955,M. K. Wu,208.0595665,George J. Nemo,0.78104,Oliver E. Owen,0.15,Ingrid Daubechies,2.011149972,R. J. Young,100.753926,Sanford L. Palay,0.5058355,Oliver E. Owen,0.15
Max Born,3.728748264,Y. Q. Wang,208.0595665,B. Lawrence Riggs,0.780887,Oliver E. Jensen,0.15,Anup Madan,2.004395971,E Thomson,100.753926,Shunzaburo Iwatsuki,0.5050875,Oliver E. Jensen,0.15
Richard H. Chapman,3.728732228,R. L. Meng,208.0595665,Leena Mykkänen,0.7795015,Oliver E. Craig,0.15,Kim C. Worley,2.002627873,Carole A. Cull,100.753926,Ali Hemmati-Brivanlou,0.50504075,Oliver E. Craig,0.15
Bert Vogelstein,3.722112654,P. H. Hor,208.0595665,L. J. Ignarro,0.779425,Oliver E. Blacque,0.15,Torben Palshof,2.001976222,Ziyah Mehta,100.753926,Henry G. Kunkel,0.5045775,Oliver E. Blacque,0.15
Joachim Messing,3.715923843,C. H. Townes,207.3964985,Howard G. Welgus,0.77851975,Oliver Johnson,0.15,Colin N. Dewey,1.998161296,A. McGuire,100.753926,Andrew J. P. Docherty,0.50431825,Oliver Johnson,0.15
Rajinder Kaul,3.704158461,Peter W. J. Rigby,205.5319725,Hanne H. Rasmussen,0.777504,Oliver Josephs,0.15,Andersen Kw,1.995082636,Joe Leigh Simpson,100.753926,Sidney Udenfriend,0.5034045,Oliver Josephs,0.15
F Taylor,3.700493759,Paul Berg,205.5319725,Clare M. Waterman-Storer,0.77737225,Oliver Kamm,0.15,Jean Thierry-Mieg,1.992565141,P Park,100.753926,J. T. Parsons,0.50311125,Oliver Kamm,0.15
Ants Leetmaa,3.698486713,Wladek Minor,205.526439,Carol Churcher,0.7772745,Oliver Quarrell,0.15,E Howard,1.988083246,Mary Burden,100.753926,Nancy L. R. Bucher,0.5027075,Oliver Quarrell,0.15
Paul Doty,3.697403154,Zbyszek Otwinowski,205.526439,Breck Byers,0.77700675,Oliver Rinner,0.15,William Saurin,1.986547561,Stephen J. Aldington,100.753926,Julius Axelrod,0.502138,Oliver Rinner,0.15
Allyson Ross Davies,3.696537025,Robert C. Goodlin,205.360077,Lewis B. Woolner,0.77645,Oliver Riesterer,0.15,Wolfgang Kabsch,1.986435145,Richard Greenwood,100.753926,Dennis Y. Loh,0.501951,Oliver Riesterer,0.15
Douglas L. Johnson,3.691096852,John R. Glover,205.360077,Jack Orloff,0.7761695,Oliver Riedel,0.15,Noriko Sakaguchi,1.9861292,S Mason,100.753926,John D. Aber,0.5018745,Oliver Riedel,0.15
Andersen Kw,3.690344427,Kung Yee Liang,204.9437045,Friedrich Bonhoeffer,0.7759485,Oliver Reiser,0.15,Paul Emsley,1.98498289,C Fox,100.753926,Edward D. Bird,0.500863,Oliver Reiser,0.15
Genji Matsuda,3.684563824,Scott L. Zeger,204.9437045,C. Mary Beard,0.774716,Oliver Razum,0.15,Loren F. Hiratzka,1.983616701,R Parker,100.753926,Steven D. Tanksley,0.5000895,Oliver Razum,0.15
David S. Hogness,3.679800811,John A. Robinson,204.0805465,S. Peter Nissley,0.77454175,Oliver Ratcliffe,0.15,Keith Nelson,1.983171259,Anne Dornhorst,100.753926,Peter L. Strick,0.49983875,Oliver Ratcliffe,0.15
Thomas D. Schmittgen,3.678267723,Deborah Estrin,204.0445405,R. Kuntzman,0.77448225,Oliver Rackham,0.15,Paul T. Spellman,1.981814247,E Howard,100.753926,M. G. Bawendi,0.4996135,Oliver Rackham,0.15
David H. Culver,3.677450112,Ramesh Govindan,204.0445405,Jerome Gross,0.774393,Oliver R. Thiel,0.15,K Sakai,1.981701318,Simon L. Howell,100.753926,Craig E. Jahr,0.499333,Oliver R. Thiel,0.15
U. Veronesi,3.67711325,Michael Grätzel,203.1847995,Dwayne M. Reed,0.77427825,Oliver Puk,0.15,Alan T. Bankier,1.981310237,C Rose,100.753926,Richard W. Eppley,0.49820675,Oliver Puk,0.15
Vern Paxson,3.676164027,Louis J. Farrugia,202.4635575,Scott D. Emr,0.77372575,Oliver Rivero-Arias,0.15,Robert H. Waterston,1.981245249,M Hoyle,100.753926,John P. Huelsenbeck,0.49785825,Oliver Rivero-Arias,0.15
Jane Rogers,3.670425381,M. L. Jackson,201.7299055,Wesley M. Brown,0.772931,Oliver Popp,0.15,Paul D. Sorlie,1.980994686,Aileen Robertson,100.753926,Ronald M. Lindsay,0.4974545,Oliver Popp,0.15
Floyd Ratliff,3.664650284,Réka Albert,200.410136,Ira Herskowitz,0.7720215,Oliver Plettenburg,0.15,Henderson Ic,1.980149127,Richard C. Eastman,100.753926,James D. Finkelstein,0.49707625,Oliver Plettenburg,0.15
Bela Julesz,3.660220117,Albert László Barabási,200.410136,Allan M. Skene,0.7704235,Oliver Planz,0.15,David Haussler,1.971189369,J Clarke,100.753926,Brigid L. M. Hogan,0.497021,Oliver Planz,0.15
P. B. Hirsch,3.647493564,Robert M. Silverstein,199.773418,Marilyn Bergner,0.77033425,Oliver Peters,0.15,Ralph S. Paffenbarger,1.96796576,Michael B. Murphy,100.753926,Julie M. Cherrington,0.496766,Oliver Peters,0.15
François Artiguenave,3.642707855,Paul Davies,199.4262015,E. Orowan,0.7700155,Oliver Pabst,0.15,Tong Ihn Lee,1.967620316,George L. King,100.753926,Reijo Salovaara,0.496511,Oliver Pabst,0.15
Jean Thierry-Mieg,3.642115516,David M. Green,197.669107,K. Marcker,0.768885,Oliver P. Peoples,0.15,Carol Churcher,1.966557327,Ahmed M. El-Nahas,100.753926,Martha L. Gray,0.4963835,Oliver P. Peoples,0.15
Arthur L. Delcher,3.640092161,Ronald L. Wilder,196.337259,Lowell H. Ericsson,0.76877025,Oliver P. Flint,0.15,Robert L. Spitzer,1.965881458,Jonathan C. Levy,100.753926,Jayne Lesley,0.4960435,Oliver P. Flint,0.15
P. G. Smith,3.6310192,James F. Fries,196.337259,E Kieff,0.768664,Oliver P. Ernst,0.15,Wendy Winckler,1.964208151,H. Keen,100.753926,G. Mark Lathrop,0.495236,Oliver P. Ernst,0.15
Jörg Schultz,3.627920177,D. Bloch,196.337259,Peter D. Wood,0.7678735,Oliver Ritter,0.15,A. K. Mitchell,1.964003672,P. J. Watkins,100.753926,Arthur Z. Eisen,0.4952105,Oliver Ritter,0.15
David Haussler,3.626522499,Thomas A. Medsger,196.337259,Hyun Wha Kim,0.7678055,Oliver S. P. Davis,0.15,Steven D. Averbuch,1.962072,P. M. Bell,100.753926,Wendy Winckler,0.494624,Oliver S. P. Davis,0.15
Robert F. Meenan,3.625236753,Robert S. Pinals,196.337259,T J Brady,0.767559,Oliver Ohlenschläger,0.15,Ralf W. Grosse-Kunstleve,1.960368711,D. R. Hadden,100.753926,J. T. Kiehl,0.4941055,Oliver Ohlenschläger,0.15
Paul J. Flory,3.624423636,Harvinder S. Luthra,196.337259,Stanley J. Korsmeyer,0.767559,Oliver Schoor,0.15,Gary J. Olsen,1.959894691,Dj Brown,100.753926,Lee N. Robins,0.4937315,Oliver Schoor,0.15
Gary J. Olsen,3.617970883,Gene G. Hunder,196.337259,Joel M. Dalrymple,0.76452875,Oliver Semler,0.15,Kung-Yee Liang,1.958669829,R. Willox,100.753926,Alan Poland,0.493723,Oliver Semler,0.15
Walter M. Fitch,3.61659084,Frank C. Arnett,196.337259,Heinz Furthmayr,0.764261,Oliver Seitz,0.15,C. Milstein,1.958661133,J Graham,100.753926,David W. Bilheimer,0.4934085,Oliver Seitz,0.15
Owen P. Hamill,3.614141616,Matthew H. Liang,196.337259,Zanvil A. Cohn,0.76384875,Oliver Schweiger,0.15,Mark A. DePristo,1.958597939,A Graham,100.753926,Margaret B. Davis,0.4930855,Oliver Schweiger,0.15
Alan T. Bankier,3.611284851,Jane G. Schaller,196.337259,Arian Smit,0.76295625,Olivier Dupuis,0.15,Clare Seamark,1.957976086,J Holmes,100.753926,W. G. Deuser,0.491921,Olivier Dupuis,0.15
Cyrus Levinthal,3.603825029,John T. Sharp,196.337259,Michael Grunstein,0.7620255,Oliver Schwardt,0.15,Robert E. Kleiger,1.957577789,Donald Pearson,100.753926,Ira Herskowitz,0.4918105,Oliver Schwardt,0.15
Tim Hubbard,3.603055823,Susan T. Dumais,196.060618,Purnell W. Choppin,0.7617025,Oliver Schuster,0.15,Monique G. Lê,1.957409864,Clare Seamark,100.753926,Douglas J. Schwartzentruber,0.49119425,Oliver Schuster,0.15
Sarah Milne,3.600192727,Michael S. Turner,194.3033195,M. G. Bawendi,0.7604275,Oliver Schulz,0.15,O'Donnell Cj,1.956727063,Norman Waugh,100.753926,John E. Ware,0.4908585,Oliver Schulz,0.15
M Bond,3.59694274,A. F. Huxley,194.1833165,John F. Annegers,0.7600365,Oliver Schröder,0.15,Richa Agarwala,1.956102333,Parnesh Raniga,100.753926,Carl O. Pabo,0.49082875,Oliver Schröder,0.15
George H. Mead,3.594828387,A. L. Hodgkin,194.1833165,Jorge J. Yunis,0.7597305,Oliver Schnell,0.15,K. S. Novoselov,1.952638598,J Wilson,100.753926,David J. Lipman,0.4907565,Oliver Schnell,0.15
Erica Sodergren,3.592913541,Weiping Li,192.80352,Neil M. H. Graham,0.758583,Oliver S. Smart,0.15,Gerald M. Rubin,1.950217395,George J. Taylor,100.753926,Marilyn Bergner,0.49062475,Oliver S. Smart,0.15
Albert J. Belanger,3.59213875,R. Phillips,192.4131915,H. G. Khorana,0.75817075,Oliver Schmitz,0.15,Russell Ross,1.946778117,A Wilson,100.753926,Barry M. Gumbiner,0.4900935,Oliver Schmitz,0.15
Kung-Yee Liang,3.584558167,Marvin Turck,192.25357,Henry J. Norris,0.757529,Oliver Schmidt,0.15,M. G. Bawendi,1.944874243,Nj Bell,100.753926,Erik J. Bergstralh,0.48942625,Oliver Schmidt,0.15
Argiris Efstratiadis,3.583897744,William M. M. Kirby,192.25357,William J. Henzel,0.756866,Oliver Schlüter,0.15,Michele Cargill,1.942747235,David J. Spiegelhalter,100.753926,Paul Peter Rosen,0.489116,Oliver Schlüter,0.15
Lucy Matthews,3.581645787,Marie L. Landry,191.4516885,S.C. Harrison,0.7560245,Oliver Schilling,0.15,T. N. Bhat,1.940140406,James A. Stockman,100.753926,Gordon Saksena,0.488589,Oliver Schilling,0.15
Thomas C. Chalmers,3.572744728,Michael A. Pfaller,191.4516885,Ralph N. Adams,0.75545075,Oliver Schildgen,0.15,Réka Albert,1.938896471,Michael Marmot,100.753926,Alfred G. Gilman,0.48828725,Oliver Schildgen,0.15
M. E. J. Newman,3.5725709,Ellen Jo Baron,191.4516885,Charles B. Carrington,0.754979,Oliver Sartor,0.15,Victor E. Velculescu,1.936001238,Gary Frost,100.753926,Richard Breathnach,0.4882235,Oliver Sartor,0.15
Henderson Ic,3.571321592,James H. Jorgensen,191.4516885,Thomas Jenuwein,0.75353825,Oliver Sachs,0.15,Mark Diekhans,1.93430625,B. Davis,100.753926,Rebecca E. Hussey,0.487637,Oliver Sachs,0.15
John M. Chirgwin,3.561509911,Ronald H. Reeder,191.2516665,William J. Martone,0.753432,Oliver S. Wenger,0.15,P. Armitage,1.933986534,Adam Fletcher,100.753926,Béatrice Vanbervliet,0.48752225,Oliver S. Wenger,0.15
Scott M. Hammond,3.561344178,Y. R. Shen,190.7540595,Donald D. Newmeyer,0.7532705,Oliver Otto,0.15,Jean Morissette,1.92933798,M Bond,100.753926,Anu Srinivasan,0.487484,Oliver Otto,0.15
Deborah Wentworth,3.557307413,Paul Taylor,190.385321,Joseph C. Eggleston,0.7525905,Oliver Oeckler,0.15,Kenneth W. Kinzler,1.928130525,A C Burden,100.753926,Allan M. Skene,0.487093,Oliver Oeckler,0.15
Sandra W. Clifton,3.5538193,Anil K. Jain,188.0250665,Charles A. Chidsey,0.7517065,Oliver Kayser,0.15,Christopher K. Raymond,1.926601068,Martin Gibson,100.753926,Dwayne M. Reed,0.4868805,Oliver Kayser,0.15
Gabor T. Marth,3.553333727,Owen P. Hamill,187.8543865,Louis B. Thomas,0.75096275,Oliver Kretschmar,0.15,Andreas Rump,1.92651796,Jeremy White,100.753926,D L Kasper,0.486685,Oliver Kretschmar,0.15
Jillian Boreham,3.552181836,Bert Sakmann,187.8543865,David W. Bilheimer,0.75078425,Oliver L. Phillips,0.15,Joachim Messing,1.926198065,M Anderson,100.753926,C. Richard Taylor,0.48664675,Oliver L. Phillips,0.15
Trevor Hastie,3.549649628,Fred J. Sigworth,187.8543865,Paul W. Gast,0.750355,Oliver Kühn,0.15,Zhongwu Lai,1.925722791,Richard C. Strange,100.753926,A. E. Korten,0.486583,Oliver Kühn,0.15
Ralph S. Paffenbarger,3.546041629,Erwin Neher,187.8543865,Duane M. Ilstrup,0.7484085,Oliver Kuss,0.15,P. D. Home,1.923558721,Hans-Gerd Lipinski,100.753926,Rik Derynck,0.486566,Oliver Kuss,0.15
E Howard,3.543841675,Roger E. Kirk,187.533537,J. T. Kiehl,0.7483575,Oliver Kurzai,0.15,David V. Goeddel,1.921844349,Spencer B. King,100.753926,Sheila Scully,0.4860985,Oliver Kurzai,0.15
Torben Palshof,3.54077777,G. Mancini,187.480752,Eli Robins,0.7471845,Oliver Kuhn,0.15,W. Dansgaard,1.918035813,J Burns,100.753926,Charles A. Alford,0.485563,Oliver Kuhn,0.15
Jennifer R. Wortman,3.540284332,George J. Taylor,186.988058,Spyros Artavanis-Tsakonas,0.746887,Oliver Kudlacek,0.15,J Burns,1.9177737,Kenneth Macleod,100.753926,Mary J. Matthews,0.485291,Oliver Kudlacek,0.15
Jian Bing Fan,3.538963167,Kenneth Macleod,186.988058,Judith R. McNamara,0.745493,Oliver Kröcher,0.15,Stanley J. Korsmeyer,1.914892377,Rury R. Holman,100.753926,John W. M. Rudd,0.485002,Oliver Kröcher,0.15
Tarjei S. Mikkelsen,3.534697712,P. J. Watkins,186.988058,Joel D. Meyers,0.74378025,Oliver Kretz,0.15,Alejandro A. Schäffer,1.91079544,Rajinder Kaul,100.363912,Hediye Erdjument-Bromage,0.48473,Oliver Kretz,0.15
Oliver Smithies,3.531957787,K Williams,186.988058,Peter M. Ray,0.743215,Oliver Krauss,0.15,Mike Rothe,1.910584054,James E. Galagan,100.363912,Carl-Magnus Rudenstam,0.484543,Oliver Krauss,0.15
Zhiping Gu,3.526618788,Adam Fletcher,186.988058,Gordon Saksena,0.7428325,Oliver Lange,0.15,Charmaine D. Royal,1.910356206,Bruce W. Birren,100.363912,R.K. O'Nions,0.484101,Oliver Lange,0.15
Clare Seamark,3.506309707,A Graham,186.988058,M G Caron,0.74184225,Oliver Krause,0.15,Steven H. Strogatz,1.910303577,François Artiguenave,100.363912,Ian M. Kerr,0.483948,Oliver Krause,0.15
Craig C. Mello,3.504952914,E Howard,186.988058,Werner Risau,0.7417445,Oliver Kohlbacher,0.15,Hamilton O. Smith,1.910293446,Stefan Taudien,100.363912,Seymour Benzer,0.4835315,Oliver Kohlbacher,0.15
J. L. Weiland,3.503783843,Je Tooke,186.988058,R E Humbel,0.7407585,Oliver Koch,0.15,Dmitriy A. Dikin,1.905446577,Raju Kucherlapati,100.363912,Stephan S. Monroe,0.483302,Oliver Koch,0.15
Norman E. Breslow,3.502734708,Clare Seamark,186.988058,Charles Tanford,0.7406395,Oliver Kluth,0.15,Freddie Bray,1.902985832,John Burton,100.363912,J. C. Avise,0.4829705,Oliver Kluth,0.15
George A. Miller,3.502613995,K McPherson,186.988058,Kathryn B. Davis,0.73890975,Oliver Klein,0.15,Sj Wilson,1.899865512,Matthew Jones,100.363912,J. Brett,0.4826305,Oliver Klein,0.15
Daniel C. Koboldt,3.500560383,Zoann Nugent,186.988058,Jonathan W. M. Gold,0.7379365,Oliver Kim,0.15,James C. Mullikin,1.898832584,James Gilbert,100.363912,Anne O'Garra,0.4823925,Oliver Kim,0.15
Kimmen Sjölander,3.49755918,Spencer B. King,186.988058,Jerome Cornfield,0.73690375,Oliver Kepp,0.15,George H. Mead,1.897958577,Jun Gu,100.363912,Bart Barrell,0.48231175,Oliver Kepp,0.15
Richard W. Reynolds,3.497555074,Joe Leigh Simpson,186.988058,Kenneth D. Tartof,0.73667425,Oliver Keil,0.15,Jeremy White,1.897832228,Simon Kasif,100.363912,Nicholas F. Totty,0.482265,Oliver Keil,0.15
William F. Novotny,3.497480331,K Jones,186.988058,Dana Giulian,0.73665725,Oliver Laeyendecker,0.15,Katherine W. Timothy,1.896350815,Ian Dunham,100.363912,S.C. Harrison,0.4816105,Oliver Laeyendecker,0.15
P. D. Home,3.492534566,Jeremy White,186.988058,H. A. Laitinen,0.736262,Oliver Langer,0.15,Paul McGale,1.895442177,Deanna M. Church,100.363912,C. Mary Beard,0.481551,Oliver Langer,0.15
Lucian L. Leape,3.490231054,D Clark,186.988058,Irwin H. Lepow,0.7359645,Oliver Niehuis,0.15,J Graham,1.895434988,Panos Deloukas,100.363912,Klaus Hahlbrock,0.48142775,Oliver Niehuis,0.15
Sidney Udenfriend,3.488902151,Michael B. Murphy,186.988058,J A Ledbetter,0.73580725,Oliver Miera,0.15,Thomas Tuschl,1.895211531,Atsushi Toyoda,100.363912,Mark E. Ewen,0.4812535,Oliver Miera,0.15
Carol Redmond,3.487736161,Sudhesh Kumar,186.988058,Virginia S. Hinshaw,0.73449825,Oliver Neuhaus,0.15,Bruce W. Birren,1.890575856,Michael Proctor,100.363912,Andrew B. Lassar,0.481058,Oliver Neuhaus,0.15
Samuel B. Guze,3.48013559,P Park,186.988058,M B Brenner,0.733899,Oliver Nayler,0.15,Yudong D. He,1.889014773,Robert S. Fulton,100.363912,Jeffrey D. Palmer,0.48078175,Oliver Nayler,0.15
William R. Pearson,3.479697832,Parnesh Raniga,186.988058,R C Mulligan,0.7328705,Oliver Müller,0.15,Graham R. Bignell,1.8885084,Michael J. Doyle,100.363912,Wenbiao Liu,0.480565,Oliver Müller,0.15
M. G. Sarngadharan,3.475798854,Ahmed M. El-Nahas,186.988058,Sheila C. Barton,0.731944,Oliver Mühlemann,0.15,F. C. Greenwood,1.888004444,Sandra W. Clifton,100.363912,Helga Boedtker,0.4805565,Oliver Mühlemann,0.15
A. K. Mitchell,3.475774238,Gary Frost,186.988058,W S Lane,0.731179,Oliver Morton,0.15,Amy J. Weiner,1.887526199,Todd D. Taylor,100.363912,Karen M. Vranizan,0.48052675,Oliver Morton,0.15
Robert H. Waterston,3.474741697,Carole A. Cull,186.988058,W S Argraves,0.7311025,Oliver Morgan,0.15,Jorja G. Henikoff,1.885365186,Arian Smit,100.363912,Jeffrey C. Watkins,0.4802335,Oliver Morgan,0.15
Kenneth J. Arrow,3.471506104,S Mason,186.988058,Caroline H. Damsky,0.730091,Oliver Molt,0.15,Stéphane Guindon,1.88381708,Richard A. Gibbs,100.363912,D. L. Rothman,0.4798935,Oliver Molt,0.15
Monique G. Lê,3.469193591,F Taylor,186.988058,Jun-ichi Tomizawa,0.72956825,Oliver Mirus,0.15,Stacey Gabriel,1.882985701,Asao Fujiyama,100.363912,David Tilman,0.479477,Oliver Mirus,0.15
Leland H. Hartwell,3.465127564,P. D. Home,186.988058,Michael A. Gimbrone,0.729326,Oliver Meyer,0.15,Alex Bateman,1.879631832,Doron Lancet,100.363912,Richard S. Lazarus,0.4794515,Oliver Meyer,0.15
Eugene R. Passamani,3.463663611,R. C. Turner,186.988058,Rebecca E. Hussey,0.72884575,Oliver Lenz,0.15,John V. Moran,1.873409425,Hans Lehrach,100.363912,Jacques Ferlay,0.479392,Oliver Lenz,0.15
Louis A. Tartaglia,3.462732149,Richard Greenwood,186.988058,Robert P. Abelson,0.7280935,Oliver May,0.15,Deborah Wentworth,1.873112486,Henning Hermjakob,100.363912,R C Mulligan,0.4790265,Oliver May,0.15
